StartDate,EndDate,Duration (in seconds),ResponseId,def,crime,terror,poor,health,econ,abort,unemploy,blkaid,adopt,imm,vaccines,guns,djt,interest,friends_1,friends_2,friends_3,friends_4,friends_5,tense,death,ewry,values,ideo,partyid,votereport,gender,ethnic,edu,inc,age,state,relig,wave,voting,climate,check,beh_att_1,beh_att_2,beh_att_3,beh_identity,virusthreat,quarantine,sickleave,fourth,id
2019-05-08T16:48:21Z,2019-05-08T16:54:31Z,370,R_WlcbMGz42DPZA3L,3,4,4,4,7,7,4,7,4,7,4,1,4,4,7,7,3,6,3,7,6,4,7,7,2,3,3,1,5,8,2,54,20,11,1,other,,,,,,,,,,,R_WlcbMGz42DPZA3L
2019-05-08T16:50:37Z,2019-05-08T16:54:29Z,231,R_3p9HGuMA7o75ME5,1,1,1,7,7,5,4,2,2,7,1,1,1,4,6,7,1,2,2,6,4,4,7,4,1,1,2,1,23,5,1,21,11,12,1,clinton,,,,,,,,,,,R_3p9HGuMA7o75ME5
2019-05-08T16:51:36Z,2019-05-08T17:00:44Z,547,R_2CqYnovJQsXXjGs,7,4,7,5,4,4,1,4,8,7,7,4,4,1,7,1,5,4,6,1,1,1,4,7,6,6,1,1,3,3,2,60,44,1,1,trump,,,,,,,,,,,R_2CqYnovJQsXXjGs
2019-05-08T16:51:55Z,2019-05-08T16:55:40Z,224,R_1LBDlz7QOAUUsTs,5,5,3,5,7,5,4,7,3,7,5,2,2,4,2,5,3,4,4,4,5,7,7,5,3,3,2,1,3,5,1,40,16,12,1,clinton,,,,,,,,,,,R_1LBDlz7QOAUUsTs
2019-05-08T16:51:58Z,2019-05-08T16:54:22Z,143,R_1rceTkRrGQLCpG0,4,5,7,1,1,1,3,1,1,5,7,1,7,2,5,5,6,6,6,5,1,1,6,7,6,5,1,2,1,11,6,29,5,10,1,trump,,,,,,,,,,,R_1rceTkRrGQLCpG0
2019-05-08T16:52:30Z,2019-05-08T17:04:52Z,742,R_1iteCYVsDPdAWEU,4,5,3,4,4,5,2,4,1,4,4,6,4,2,5,3,5,7,5,3,2,3,4,5,5,4,1,2,3,6,3,32,29,1,1,trump,,,,,,,,,,,R_1iteCYVsDPdAWEU
2019-05-08T16:53:30Z,2019-05-08T16:56:28Z,178,R_31zuEu0kop9pCJd,7,7,4,4,4,4,1,7,1,7,7,1,1,1,5,1,7,5,7,1,4,4,7,7,7,7,1,1,3,7,1,45,25,5,1,trump,,,,,,,,,,,R_31zuEu0kop9pCJd
2019-05-08T16:55:51Z,2019-05-08T17:00:08Z,256,R_BSByQ47R1xeG4O5,5,6,6,4,4,6,1,4,1,7,7,3,7,1,3,7,7,7,7,7,2,4,4,6,7,5,1,2,3,8,5,61,24,2,1,trump,,,,,,,,,,,R_BSByQ47R1xeG4O5
2019-05-08T16:55:59Z,2019-05-08T17:00:20Z,260,R_26aNgejm0cFjrek,1,2,1,7,6,9,4,6,5,7,1,1,1,4,4,7,3,6,4,7,3,5,5,3,1,2,2,2,3,8,6,24,21,5,1,clinton,,,,,,,,,,,R_26aNgejm0cFjrek
2019-05-08T16:56:42Z,2019-05-08T17:00:11Z,208,R_WloAb5vFY3sGzu1,4,4,4,5,5,4,6,5,1,4,6,2,4,1,4,7,7,7,7,7,5,5,7,4,4,6,1,2,3,8,3,50,39,2,1,trump,,,,,,,,,,,R_WloAb5vFY3sGzu1
2019-05-08T16:57:11Z,2019-05-08T17:01:20Z,249,R_3OgZvzwXb09jxrr,3,3,3,1,1,2,4,1,3,5,5,1,3,2,5,5,5,5,5,5,2,3,2,5,6,5,1,1,3,8,3,26,13,10,1,trump,,,,,,,,,,,R_3OgZvzwXb09jxrr
2019-05-08T16:57:57Z,2019-05-08T17:04:20Z,382,R_1esqr6moWh3gk4c,2,4,2,6,5,4,4,6,5,7,1,1,3,4,7,7,7,7,7,7,2,5,5,4,1,1,2,2,3,5,6,20,10,9,1,clinton,,,,,,,,,,,R_1esqr6moWh3gk4c
2019-05-08T16:58:14Z,2019-05-08T17:11:45Z,810,R_3NWJO1K1Oj2uHvI,4,6,4,5,7,5,3,4,5,7,4,3,1,4,5,7,5,7,5,7,3,5,5,6,2,3,2,1,3,5,5,33,3,10,1,clinton,,,,,,,,,,,R_3NWJO1K1Oj2uHvI
2019-05-08T16:58:30Z,2019-05-08T17:04:55Z,384,R_1Ino7RCq2DciNEV,3,4,2,4,5,3,4,3,3,5,5,4,4,2,6,5,5,6,5,4,5,5,5,4,5,5,1,2,3,4,1,29,48,11,1,trump,,,,,,,,,,,R_1Ino7RCq2DciNEV
2019-05-08T16:58:39Z,2019-05-08T17:05:46Z,426,R_2QGuVhE0MxLmfYl,2,2,3,6,7,9,4,5,6,7,2,1,1,4,7,6,3,5,3,6,5,3,7,6,2,2,2,1,3,8,5,45,39,9,1,clinton,,,,,,,,,,,R_2QGuVhE0MxLmfYl
2019-05-08T16:58:58Z,2019-05-08T17:10:21Z,682,R_1JEpcEU4nufihZz,3,4,4,4,5,4,2,4,4,9,7,3,2,2,4,9,9,9,9,9,3,5,3,4,6,6,1,2,3,8,6,39,39,1,1,trump,,,,,,,,,,,R_1JEpcEU4nufihZz
2019-05-08T16:59:13Z,2019-05-08T17:01:03Z,110,R_3kNu2djqeykNFA8,1,1,1,7,1,7,4,7,7,7,1,1,1,4,7,7,7,7,7,7,1,1,5,7,1,1,1,2,3,6,2,28,47,9,1,trump,,,,,,,,,,,R_3kNu2djqeykNFA8
2019-05-08T16:59:13Z,2019-05-08T17:02:17Z,183,R_1BRx89DeYmNhW52,6,5,5,3,3,3,3,4,3,7,6,3,5,2,5,7,7,7,7,7,1,2,2,3,6,6,1,1,3,4,6,48,34,12,1,trump,,,,,,,,,,,R_1BRx89DeYmNhW52
2019-05-08T16:59:20Z,2019-05-08T17:10:28Z,667,R_1psRNTArP9TsrL7,1,4,1,7,7,7,4,5,9,7,4,1,1,4,7,7,5,7,3,7,2,2,3,5,1,1,2,1,13,5,6,25,29,9,1,clinton,,,,,,,,,,,R_1psRNTArP9TsrL7
2019-05-08T16:59:26Z,2019-05-08T17:03:02Z,215,R_2uC0xS7x1Ocz43E,4,4,3,5,5,4,4,4,4,7,2,1,2,4,3,6,2,7,5,6,5,3,7,2,2,2,2,1,3,8,2,43,34,9,1,clinton,,,,,,,,,,,R_2uC0xS7x1Ocz43E
2019-05-08T16:59:48Z,2019-05-08T17:07:26Z,458,R_3ET3ukpwXP4LvOw,9,9,9,4,8,9,1,4,4,1,9,8,3,2,2,4,6,6,6,4,1,3,3,5,6,6,1,1,3,8,2,30,31,1,1,trump,,,,,,,,,,,R_3ET3ukpwXP4LvOw
2019-05-08T17:00:00Z,2019-05-08T17:04:29Z,269,R_2wKtIK9GJ04ZnsR,2,9,2,7,7,5,4,5,7,7,1,1,1,4,5,7,3,7,2,7,3,1,2,7,2,2,2,1,3,8,4,25,21,12,1,clinton,,,,,,,,,,,R_2wKtIK9GJ04ZnsR
2019-05-08T17:00:36Z,2019-05-08T17:04:20Z,223,R_1LB6MsegsFWVqw0,4,5,3,3,2,1,3,3,1,4,5,1,5,1,7,6,7,6,7,6,5,5,6,5,7,6,1,2,3,8,6,32,26,3,1,trump,,,,,,,,,,,R_1LB6MsegsFWVqw0
2019-05-08T17:01:02Z,2019-05-08T17:03:11Z,129,R_W7oqVzd7RswaARb,4,5,6,1,2,6,5,1,1,9,7,4,4,2,4,2,7,4,7,2,3,4,4,6,7,7,1,2,3,8,4,25,50,2,1,trump,,,,,,,,,,,R_W7oqVzd7RswaARb
2019-05-08T17:01:11Z,2019-05-08T17:06:43Z,331,R_25vzhHcr2bOCuCE,6,5,7,5,5,4,3,5,1,6,5,6,3,2,7,4,7,7,7,7,2,6,4,6,5,6,1,2,3,4,3,43,7,2,1,trump,,,,,,,,,,,R_25vzhHcr2bOCuCE
2019-05-08T17:01:35Z,2019-05-08T17:03:28Z,113,R_1FQE03ugRaDknSI,4,4,4,3,4,5,2,3,3,7,3,1,3,3,2,5,5,5,5,5,2,2,5,5,4,4,4,1,3,5,6,22,42,1,1,other,,,,,,,,,,,R_1FQE03ugRaDknSI
2019-05-08T17:01:45Z,2019-05-08T17:05:44Z,239,R_1LYzw6Y20p0Zx1m,3,3,4,3,3,2,1,4,3,7,2,1,3,2,5,7,7,7,7,7,2,3,7,5,6,6,1,1,3,8,5,35,44,11,1,trump,,,,,,,,,,,R_1LYzw6Y20p0Zx1m
2019-05-08T17:01:48Z,2019-05-08T17:06:29Z,281,R_UYq7sOLwVmnCOIN,6,4,4,4,4,4,3,4,4,9,5,2,4,1,5,1,6,7,6,3,1,2,2,6,5,5,1,2,3,8,5,37,11,1,1,trump,,,,,,,,,,,R_UYq7sOLwVmnCOIN
2019-05-08T17:02:08Z,2019-05-08T17:04:50Z,161,R_tLmNWN08JphOdeF,2,3,2,7,7,5,4,6,7,7,1,1,1,4,5,6,2,4,2,5,4,7,5,6,1,2,2,2,3,11,6,32,31,10,1,clinton,,,,,,,,,,,R_tLmNWN08JphOdeF
2019-05-08T17:02:20Z,2019-05-08T17:06:16Z,236,R_0wFb2cib7mf4Imd,4,4,4,4,5,6,3,3,4,6,4,2,4,2,4,6,6,6,6,6,5,2,5,4,5,5,1,2,3,8,2,22,23,1,1,trump,,,,,,,,,,,R_0wFb2cib7mf4Imd
2019-05-08T17:02:21Z,2019-05-08T17:06:07Z,226,R_3qdIA2boiaTSe5E,2,4,1,5,7,7,4,4,5,7,3,1,2,4,4,7,6,7,6,7,2,6,6,4,3,3,2,1,3,8,5,27,31,12,1,clinton,,,,,,,,,,,R_3qdIA2boiaTSe5E
2019-05-08T17:02:22Z,2019-05-08T17:04:44Z,142,R_umDu583BybiaNhf,1,7,1,1,5,4,4,2,4,4,7,1,1,3,6,2,5,7,5,3,5,2,7,7,6,4,1,1,3,8,4,41,41,1,1,trump,,,,,,,,,,,R_umDu583BybiaNhf
2019-05-08T17:02:29Z,2019-05-08T17:05:51Z,201,R_3Du72p6oFK6nQjJ,5,3,2,7,7,5,3,7,4,7,7,1,7,3,7,5,4,7,4,7,1,5,5,1,3,4,3,2,3,9,6,51,34,9,1,trump,,,,,,,,,,,R_3Du72p6oFK6nQjJ
2019-05-08T17:02:32Z,2019-05-08T17:06:18Z,225,R_1H2ajbUCnhGX3h4,3,9,1,7,6,7,4,5,5,9,3,3,3,3,4,6,4,6,5,6,2,5,3,5,3,3,4,2,4,8,3,23,15,12,1,other,,,,,,,,,,,R_1H2ajbUCnhGX3h4
2019-05-08T17:02:37Z,2019-05-08T17:05:33Z,175,R_31RHf28IZHwi3KC,3,5,4,6,4,4,4,4,4,7,4,1,2,4,4,9,9,9,9,9,2,5,4,4,3,3,2,1,5,4,3,36,37,9,1,clinton,,,,,,,,,,,R_31RHf28IZHwi3KC
2019-05-08T17:02:37Z,2019-05-08T17:09:44Z,426,R_20YjkC7LxjjPPVB,6,4,4,3,4,5,3,3,3,6,5,5,3,2,4,6,6,6,6,6,1,1,3,3,5,6,1,1,3,8,2,36,50,12,1,trump,,,,,,,,,,,R_20YjkC7LxjjPPVB
2019-05-08T17:03:02Z,2019-05-08T17:09:21Z,378,R_1rJopcDW3xCSYLl,6,4,7,4,4,4,1,4,4,4,7,4,6,1,6,7,7,7,7,7,1,1,1,5,6,5,1,1,3,4,4,61,44,1,1,trump,,,,,,,,,,,R_1rJopcDW3xCSYLl
2019-05-08T17:03:04Z,2019-05-08T17:09:47Z,403,R_1JROqO1bpDtbgNf,4,5,4,4,4,3,4,3,4,3,5,2,4,2,6,2,6,7,6,3,3,5,6,2,6,6,1,2,3,8,5,42,14,2,1,trump,,,,,,,,,,,R_1JROqO1bpDtbgNf
2019-05-08T17:03:11Z,2019-05-08T17:11:33Z,501,R_3kHXnEPwRU68GdS,1,6,1,6,7,7,3,6,1,6,3,5,1,4,5,5,5,7,5,5,6,7,5,7,4,4,4,2,3,8,3,36,43,10,1,other,,,,,,,,,,,R_3kHXnEPwRU68GdS
2019-05-08T17:03:17Z,2019-05-08T17:09:15Z,358,R_33euARdEBBqIJt4,3,5,3,4,4,3,4,3,5,5,7,1,5,1,6,7,7,7,7,7,5,7,6,1,5,5,1,2,3,7,3,21,14,10,1,trump,,,,,,,,,,,R_33euARdEBBqIJt4
2019-05-08T17:03:32Z,2019-05-08T17:05:39Z,126,R_2YlhYCcuN3IYnFF,1,4,1,7,7,1,4,7,5,7,1,1,1,4,5,4,4,4,4,4,3,3,7,4,2,3,2,3,3,8,5,30,10,10,1,clinton,,,,,,,,,,,R_2YlhYCcuN3IYnFF
2019-05-08T17:03:52Z,2019-05-08T17:09:23Z,330,R_1CfjBctZ6ECzpHJ,3,6,8,5,7,7,2,4,4,3,6,6,4,3,6,6,6,6,6,8,5,3,6,7,6,5,1,2,4,8,1,25,5,10,1,trump,,,,,,,,,,,R_1CfjBctZ6ECzpHJ
2019-05-08T17:03:56Z,2019-05-08T17:08:00Z,243,R_3OozutpGEVMx7T5,4,4,4,4,7,4,4,4,6,7,2,1,1,4,7,7,2,6,2,7,5,7,5,5,1,1,2,1,3,5,4,30,23,10,1,clinton,,,,,,,,,,,R_3OozutpGEVMx7T5
2019-05-08T17:03:58Z,2019-05-08T17:09:49Z,351,R_1Ov4RyosMDyheCM,3,4,4,5,7,6,4,9,5,7,1,1,1,4,4,7,7,7,7,7,4,2,5,7,4,4,4,2,3,4,6,26,39,9,1,other,,,,,,,,,,,R_1Ov4RyosMDyheCM
2019-05-08T17:04:15Z,2019-05-08T17:06:25Z,129,R_0DRBQNJIiHypFWV,4,4,4,4,4,4,1,1,4,4,4,4,9,2,7,7,7,7,7,7,1,1,7,7,7,7,1,1,3,9,6,61,15,1,1,trump,,,,,,,,,,,R_0DRBQNJIiHypFWV
2019-05-08T17:04:22Z,2019-05-08T17:09:06Z,283,R_0JtT8EwfBN6WPyF,4,4,4,6,7,4,4,7,3,7,4,1,4,3,5,6,4,6,6,6,2,1,7,6,3,4,1,1,3,7,4,54,44,11,1,trump,,,,,,,,,,,R_0JtT8EwfBN6WPyF
2019-05-08T17:04:24Z,2019-05-08T17:07:38Z,193,R_Wd1MJnTfoEux7sB,4,4,4,4,5,4,2,4,4,5,4,5,4,3,4,4,4,4,4,4,2,2,5,5,6,5,1,2,3,8,3,45,38,1,1,trump,,,,,,,,,,,R_Wd1MJnTfoEux7sB
2019-05-08T17:04:25Z,2019-05-08T17:08:32Z,246,R_YQ7dfYS9SwT1mHT,5,2,5,3,3,4,4,3,3,1,6,1,7,2,6,7,7,7,7,7,5,6,6,5,5,5,1,2,3,11,6,32,41,9,1,trump,,,,,,,,,,,R_YQ7dfYS9SwT1mHT
2019-05-08T17:04:29Z,2019-05-08T17:10:09Z,339,R_3phTgAsGQ1OxH5L,4,4,4,4,3,4,3,4,4,6,6,2,4,2,6,7,7,7,7,7,1,3,5,5,5,5,1,2,3,8,2,70,23,12,1,trump,,,,,,,,,,,R_3phTgAsGQ1OxH5L
2019-05-08T17:04:46Z,2019-05-08T17:10:47Z,360,R_vwMIznkZLHqoFgt,4,7,4,7,4,4,2,4,1,7,1,7,7,1,7,1,7,4,7,1,1,2,4,4,7,6,1,1,3,7,3,45,5,1,1,trump,,,,,,,,,,,R_vwMIznkZLHqoFgt
2019-05-08T17:04:54Z,2019-05-08T17:09:03Z,248,R_2Spm7AAdpYPEdPX,4,5,4,6,7,5,4,5,6,7,4,1,1,4,5,7,2,7,6,7,5,4,5,6,2,2,2,1,3,9,3,24,34,9,1,clinton,,,,,,,,,,,R_2Spm7AAdpYPEdPX
2019-05-08T17:05:06Z,2019-05-08T17:08:38Z,211,R_2TRJk9zZUppYoV5,1,1,1,7,7,4,4,7,7,7,1,1,1,4,6,7,1,2,2,5,7,7,6,7,1,1,2,1,23,7,4,36,5,11,1,clinton,,,,,,,,,,,R_2TRJk9zZUppYoV5
2019-05-08T17:05:11Z,2019-05-08T17:07:23Z,131,R_TuSXwK1B4sddGOR,4,5,5,4,5,4,4,3,4,3,5,1,2,2,5,5,7,6,7,5,2,2,2,3,5,5,1,2,3,10,5,29,34,9,1,trump,,,,,,,,,,,R_TuSXwK1B4sddGOR
2019-05-08T17:05:49Z,2019-05-08T17:09:47Z,238,R_2aIZcVcLklckdLN,3,4,3,4,7,4,3,4,4,7,5,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,1,2,3,5,3,37,44,12,1,trump,,,,,,,,,,,R_2aIZcVcLklckdLN
2019-05-08T17:05:56Z,2019-05-08T17:09:41Z,225,R_27lH8jpRLHG3gSb,6,4,6,3,4,5,1,3,2,9,6,2,4,2,3,3,7,8,3,7,2,2,2,6,6,6,1,1,3,8,4,25,28,12,1,trump,,,,,,,,,,,R_27lH8jpRLHG3gSb
2019-05-08T17:05:58Z,2019-05-08T17:14:47Z,528,R_3RvKJzm9xT1P4sQ,6,4,5,6,4,4,2,6,3,6,7,4,5,2,4,7,7,7,7,7,5,6,5,2,5,6,1,1,3,8,4,39,23,1,1,trump,,,,,,,,,,,R_3RvKJzm9xT1P4sQ
2019-05-08T17:06:04Z,2019-05-08T17:09:01Z,177,R_1mxsJm6xlfowAUC,4,4,4,4,4,4,1,4,4,4,4,1,4,1,5,5,7,6,7,5,1,1,1,1,7,7,1,1,3,6,4,53,5,1,1,trump,,,,,,,,,,,R_1mxsJm6xlfowAUC
2019-05-08T17:06:12Z,2019-05-08T17:13:39Z,446,R_1kZbJBiEVRfqPI7,4,4,5,6,7,6,2,6,5,3,5,1,6,2,4,7,7,7,7,7,1,4,6,4,3,6,1,2,3,8,3,28,22,10,1,trump,,,,,,,,,,,R_1kZbJBiEVRfqPI7
2019-05-08T17:06:15Z,2019-05-08T17:12:58Z,402,R_3qmKYMRR9mTOxPq,4,6,4,2,5,4,4,4,1,4,7,1,4,1,5,2,6,5,6,2,2,5,2,6,6,6,1,1,3,8,5,52,47,1,1,trump,,,,,,,,,,,R_3qmKYMRR9mTOxPq
2019-05-08T17:06:29Z,2019-05-08T17:11:09Z,280,R_2PcfN27BCcrANr6,2,4,3,7,7,7,4,7,6,7,4,1,1,4,7,7,4,7,3,7,2,5,6,6,1,1,2,2,3,8,3,43,10,10,1,clinton,,,,,,,,,,,R_2PcfN27BCcrANr6
2019-05-08T17:06:29Z,2019-05-08T17:13:48Z,439,R_1lfp3zthAQ6FWht,4,3,2,5,6,5,4,2,5,7,3,1,1,3,3,6,2,8,4,4,7,1,7,7,1,4,4,1,3,5,2,22,23,10,1,other,,,,,,,,,,,R_1lfp3zthAQ6FWht
2019-05-08T17:06:35Z,2019-05-08T17:13:11Z,396,R_5sBkLObwUXcyO1b,3,7,3,3,5,4,1,4,1,6,4,4,3,2,4,7,7,7,7,7,5,2,7,7,7,7,1,1,3,9,3,36,48,11,1,trump,,,,,,,,,,,R_5sBkLObwUXcyO1b
2019-05-08T17:06:37Z,2019-05-08T17:11:18Z,281,R_OOUiUsnxcsb0SAx,2,5,2,6,7,5,5,5,5,7,5,1,2,3,5,5,6,3,5,2,5,2,7,5,3,2,3,2,3,5,3,21,36,10,1,other,,,,,,,,,,,R_OOUiUsnxcsb0SAx
2019-05-08T17:06:44Z,2019-05-08T17:11:57Z,312,R_1jqbrAzMVIIZnTm,1,7,4,7,7,4,4,7,4,7,4,1,4,3,5,7,7,7,7,7,1,1,1,1,5,5,1,2,3,8,5,43,48,2,1,trump,,,,,,,,,,,R_1jqbrAzMVIIZnTm
2019-05-08T17:06:45Z,2019-05-08T17:09:17Z,152,R_22rZTtzhwHNB7vG,3,4,3,4,6,5,4,4,3,7,3,1,4,4,2,5,4,6,5,5,4,4,6,5,3,3,2,2,1,5,2,24,7,1,1,other,,,,,,,,,,,R_22rZTtzhwHNB7vG
2019-05-08T17:07:14Z,2019-05-08T17:19:33Z,739,R_zffSD0IBpxn77uF,5,4,4,5,4,4,2,4,4,4,7,3,3,2,5,3,4,7,4,4,2,7,5,5,5,4,1,1,3,8,2,26,36,11,1,trump,,,,,,,,,,,R_zffSD0IBpxn77uF
2019-05-08T17:07:16Z,2019-05-08T17:11:01Z,224,R_3PoVeOmKiLd0n3E,7,6,4,4,7,7,2,7,1,2,7,5,4,1,7,1,7,4,7,2,5,5,5,7,7,7,1,2,3,5,3,69,36,1,1,trump,,,,,,,,,,,R_3PoVeOmKiLd0n3E
2019-05-08T17:07:23Z,2019-05-08T17:25:50Z,1107,R_2txv5abdUqs7Uk5,3,4,3,5,5,8,4,5,6,7,2,1,2,3,2,6,3,4,3,6,2,2,6,5,3,2,4,1,3,5,2,24,26,12,1,other,,,,,,,,,,,R_2txv5abdUqs7Uk5
2019-05-08T17:07:26Z,2019-05-08T17:11:39Z,252,R_Odijhk3vXOwFI89,4,5,3,4,6,4,4,4,4,4,5,1,3,1,6,7,7,7,7,7,2,1,3,7,6,6,1,2,3,5,3,34,44,10,1,trump,,,,,,,,,,,R_Odijhk3vXOwFI89
2019-05-08T17:07:34Z,2019-05-08T17:11:14Z,220,R_3MApYLZNknSBjjG,4,4,4,5,8,9,6,8,3,9,8,1,1,2,1,8,8,5,8,8,1,5,5,7,5,5,1,2,13,7,3,31,14,1,1,trump,,,,,,,,,,,R_3MApYLZNknSBjjG
2019-05-08T17:07:38Z,2019-05-08T17:11:23Z,224,R_245WqYtAD8Us7f4,2,8,4,6,6,8,4,5,7,7,8,2,2,4,6,7,4,7,4,7,4,7,6,6,2,2,2,1,3,11,2,37,39,10,1,clinton,,,,,,,,,,,R_245WqYtAD8Us7f4
2019-05-08T17:07:49Z,2019-05-08T17:10:55Z,185,R_3ERy4x97XhtYKLO,2,2,1,6,7,6,4,4,5,7,2,1,2,4,6,4,4,4,3,4,3,4,7,7,2,2,2,2,4,8,4,28,5,9,1,clinton,,,,,,,,,,,R_3ERy4x97XhtYKLO
